KEY,en,notes,sp,fr,de,it,pt-br
ITEM_SPOONBENDER_NAME,Гнутель Ложек,,Doblador de cucharas,Tordeur de cuillères,Löffelverbieger,Piegacucchiai,Dobrador de Colheres
ITEM_SPOONBENDER_DESC,Ваша базовая атака не мажет и испускает Искру при использовании.,,El ataque básico no puede fallar y emite un destello al lanzarlo.,Votre attaque de base ne peut pas échouer et émet une étincelle.,Dein Grundangriff kann nicht verfehlen und versprüht Funken.,Il tuo attacco base non può mancare il bersaglio ed emette una Scintilla quando viene usato.,Seu ataque básico não pode errar e emite uma fagulha ao ser utilizado.
ITEM_SPOTTEDMUSHROOM_NAME,Пятнистый Гриб,,Seta moteada,Champi à pois,Punktierter Pilz,Fungo Maculato,Cogumelo Pintado
ITEM_SPOTTEDMUSHROOM_DESC,,,,,,,
ITEM_SPRING_NAME,Пружина,,Muelle,Ressort,Sprungfeder,Molla,Mola
ITEM_SPRING_DESC,Ваше действие движения — Прыжок.,,La acción de movimiento se convierte en un salto.,Votre action de déplacement devient Saut.,Deine Bewegungsaktion wird ein Sprung.,La tua azione di movimento è Salto.,Sua ação de movimento é um salto.
ITEM_STEROIDS_NAME,Стероиды,,Esteroides,Stéroïdes,Steroide,Steroidi,Esteróides
ITEM_STEROIDS_DESC,"Использование: Получите +1 [img:str], навсегда. До конца приключения у вас есть +2% шанс получить Безумие в начале каждого хода.",,"Uso: Obtiene +1 [img:str] para siempre. Hasta el final de la aventura, tiene +2 % de probabilidad de obtener locura al inicio de cada turno.","Utilisation&nbsp;: [img:str] +1&nbsp;de façon permanente. Pour le reste de l'aventure, vous avez +2&nbsp;% de chances de subir Folie au début de chaque tour.","Benutzen: Erhalte dauerhaft +1&nbsp;[img:str]. Für den Rest des Abenteuers besteht eine +2%ige Wahrscheinlichkeit, dass du am Anfang eines Zuges wahnsinnig wirst.","Uso: Ottieni +1 alla [img:str], permanentemente. Per il resto dell'avventura, hai un +2% di probabilità di ottenere Follia all'inizio di ogni turno.","Uso: obtenha +1 de [img:str] permanentemente. Pelo resto da aventura, você possui uma chance de 2% de obter insanidade no início de cada turno."
ITEM_STEVENMARROW_NAME,Костный Мозг Стивена,,Steven de médula,Moelle de Steven,Stevens Knochenmark,Midollo di Steven,Medula de Steven
ITEM_STEVENMARROW_DESC,Любой получаемый вами [img:shield] увеличен на 4.,,Cualquier [img:shield] obtenido aumenta en 4.,Chaque [img:shield] que vous obtenez est augmenté de 4.,"Jeglicher [img:shield], den du erhältst, ist um 4 erhöht.",Qualsiasi [img:shield] che ottieni è aumentato di 4.,Qualquer [img:shield] que você obtém é aumentado em 4.
ITEM_STEVENSTONE_NAME,Камень Стивена,,Steven de piedra,Pierre de Steven,Stevens Stein,Pietra di Steven,Pedra de Steven
ITEM_STEVENSTONE_DESC,Ваши бесцветные заклинания стоят -2 маны.,,Los hechizos sin collar cuestan -2 de maná.,Vos sorts sans collier coûtent -2&nbsp;mana.,Deine klassenlosen Zauber kosten -2&nbsp;Mana.,I tuoi incantesimi dei Senza Collare costano -2 mana.,Seus encantamentos sem coleira custam -2 de mana.
ITEM_STEVENTRINKET1_NAME,Стивен,,Steven,Steven,Steven,Steven,Steven
ITEM_STEVENTRINKET1_DESC,"Ваша базовая атака накладывает Замедление и имеет +10% шанс Заморозить.
Вы можете наносить урон замороженным юнитам.",,"El ataque básico inflige ralentización y tiene +10 % de probabilidad de congelar.
Puede dañar a las unidades congeladas.","Votre attaque de base inflige Lenteur et a +10&nbsp;% de chances d'infliger Gel.
Vous pouvez infliger des dégâts aux unités gelées.","Dein Grundangriff verursacht Verlangsamung und hat eine +10%ige Wahrscheinlichkeit, Frost zu verursachen.
Du kannst Schaden bei eingefrorenen Einheiten verursachen.","Il tuo attacco base infligge Rallentamento e ha un +10% di probabilità di infliggere Congelamento.
Puoi infliggere danno alle unità congelate.","Seu ataque básico aplica lentidão e possui +10% de chance de aplicar congelamento.
Você pode causar dano a unidades congeladas."
ITEM_STEVENTRINKET2_NAME,Стивен,,Steven,Steven,Steven,Steven,Steven
ITEM_STEVENTRINKET2_DESC,Ваша базовая атака накладывает Замешательство.,,El ataque básico inflige confusión.,Votre attaque de base inflige Confusion.,Dein Grundangriff verursacht Verwirrung.,Il tuo attacco base infligge Confusione.,Seu ataque básico aplica confusão.
ITEM_STICKMAN_NAME,Стикмен,,Monigote,Bonhomme bâton,Astfigur,Stickman,Boneco de Palitinho
ITEM_STICKMAN_DESC,"Получите Повышение Всех Характеристик, когда наносите урон члену группы.",,Obtiene aumento total al infligir daño a un miembro del grupo.,Hausse de stats quand vous infligez des dégâts à un membre de l'équipe.,"Erhalte einen Bonus auf alle Attribute, wenn du Schaden bei einem Gruppenmitglied verursachst.",Ottieni Aumento delle Statistiche quando infliggi danno a un membro del gruppo.,Obtenha todos os atributos aumentados ao causar dano a um membro da sua equipe.
ITEM_STRANGEMARBLE_NAME,Странный Шарик,,Canica extraña,Bille étrange,Komische Murmel,Strana Biglia,Bolinha de Gude Estranha
ITEM_STRANGEMARBLE_DESC,Ваша базовая атака накладывает Похищение Маны 1.,,El ataque básico inflige 1 de sanguijuela de maná.,Votre attaque de base inflige Sangsue de mana +1.,Dein Grundangriff verursacht Manablutegel&nbsp;1.,Il tuo attacco base infligge Assorbimento Mana 1.,Seu ataque básico aplica sanguessuga de mana 1.
ITEM_TANKJUICE_NAME,Сок Танка,,Jugo tanquerizado,Élixir de tank,Tanksaft,Energia Corazzata,Suco de Tanque
ITEM_TANKJUICE_DESC,"Использование: Получите -1 [img:spd], затем до конца хода весь ваш урон имеет Отбрасывание 2 и Цепное Отбрасывание.",,"Uso: Obtiene -1 [img:spd], luego, hasta el final del turno, todo el daño infligido tiene 2 de retroceso y retroceso encadenado.","Utilisation&nbsp;: [img:spd] -1, puis, pour le reste du tour, les dégâts que vous infligez appliquent Recul +2&nbsp;et Recul en chaîne.",Benutzen: Erhalte -1&nbsp;[img:spd]. Für den Rest des Zuges hat dein Schaden Rückstoß&nbsp;2 und Kettenrückstoß.,"Uso: Ottieni -1 alla [img:spd], poi, per il resto del turno, tutto il danno che infliggi ha Contraccolpo 2 e Contraccolpo a Catena.","Uso: obtenha -1 de [img:spd] e, então, pelo resto do turno, todo o dano causado por você possui empurrão 2 e empurrão encadeado."
ITEM_TANKTOY_NAME,Игрушка-Танк,,Tanque de juguete,Tank miniature,Panzerspielzeug,Giocattolo Corazzato,Brinquedo de Tanque
ITEM_TANKTOY_DESC,Протаптывание.,,Inflige pisotón.,Piétinement.,Trampel.,Calpestamento.,Atropelamento.
ITEM_TAROTDECK_NAME,Колода Таро,,Baraja del tarot,Jeu de tarot,Tarotkarten,Mazzo di Tarocchi,Baralho de Tarô
ITEM_TAROTDECK_DESC,Использование: Сотворите случайное одноразовое заклинание как бонусную способность.,,Uso: Invoca un hechizo de un solo uso al azar como habilidad de bonificación.,Utilisation&nbsp;: compétence bonus lançant un sort aléatoire à usage unique.,"Benutzen: Beschwöre einen zufälligen Zauber, der einmal verwendet werden kann, als Bonusfähigkeit.",Uso: Evochi un incantesimo casuale monouso come abilità bonus.,Uso: conjure um encantamento aleatório de uso único como habilidade bônus.
ITEM_TECHNOLOGY_NAME,Технология,,Tecnología,Technologie,Technokram,Tecnologia,Tecnologia
ITEM_TECHNOLOGY_DESC,"Использование: Выстрелите лазерным лучом.
[s:.7](Можно использовать раз за битву.)[/s]
Обновляется при воздействии Электричества.",,"Uso: Dispara un rayo láser.
[s:.7](Disponible una vez por combate).[/s]
Se restaura con los efectos de la electricidad.","Utilisation&nbsp;: tire un rayon laser.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]
Affecté par l'électricité, se réinitialise.","Benutzen: Schieße einen Laserstrahl.
[s:.7](Einmal pro Kampf verwendbar.)[/s]
Wird aufgefrischt, wenn sie mit Elektrizität getroffen wird.","Uso: Spari un raggio laser.
[s:.7](Utilizzabile una volta per battaglia.)[/s]
Si ricarica quando è sotto effetto di Elettricità.","Uso: dispare um raio laser.
[s:.7](Um uso por batalha.)[/s]
Reinicia-se ao sofrer efeitos de eletricidade."
ITEM_TELEPORT_NAME,Телепорт!,,Teletransporte,Téléporteur,Teleport!,Teletrasporto!,Teletransporte!
ITEM_TELEPORT_DESC,"Использование: Телепортируйтесь на любую свободную клетку.
[s:.7](Можно использовать раз за битву.)[/s]",,"Uso: Se teletransporta a cualquier casilla vacía.
[s:.7](Disponible una vez por combate).[/s]","Utilisation&nbsp;: vous téléporte sur n'importe quelle case.
[s:.7](Utilisable 1&nbsp;fois par combat.)[/s]","Benutzen: Teleportiere dich auf ein beliebiges freies Feld.
[s:.7](Einmal pro Kampf verwendbar.)[/s]","Uso: Ti teletrasporti in qualsiasi casella libera.
[s:.7](Utilizzabile una volta per battaglia.)[/s]","Uso: teletransporte-se para qualquer espaço aberto.
[s:.7](Um uso por batalha.)[/s]"
ITEM_TINKERTOOLS_NAME,Инструменты Механика,,Herramientas de manitas,Outils de bricolo,Bastlerwerkzeug,Attrezzi dell'Inventore,Ferramentas de Artífice
ITEM_TINKERTOOLS_DESC,Восстановите 1 использование вашим предметам в конце каждой битвы.,,Repara 1 uso de los objetos al final de cada combate.,Utilisation +1&nbsp;pour l'un de vos objets à la fin de chaque combat.,Stelle am Ende des Kampfes 1&nbsp;Anwendung deiner Gegenstände wieder her.,Ripristini 1 utilizzo ai tuoi oggetti alla fine di ogni battaglia.,Restaure 1 uso de seus itens no final de cada batalha.
ITEM_TINYCAGE_NAME,Крошечная Клетка,,Jaula diminuta,Cage minuscule,Winziger Käfig,Gabbia Piccola,Gaiola Pequena
ITEM_TINYCAGE_DESC,Призовите случайного животного-фамильяра в начале каждой битвы.,,Genera un familiar animal al azar al inicio de cada combate.,Invoque un familier aléatoire au début de chaque combat.,Rufe am Anfang jedes Kampfes einen zufälligen Tierbegleiter.,Generi un famiglio animale casuale all'inizio di ogni battaglia.,Gere uma familiar animal aleatório no início de cada batalha.
ITEM_TINYPEBBLE_NAME,Крошечная Галька,,Guijarro chiquitín,Galet minuscule,Winziger Kiesel,Ciottolo Piccolo,Seixo Minúsculo
ITEM_TINYPEBBLE_DESC,"+10% Уклонения.
Получите +2% Уклонения, когда уклоняетесь от атаки.",,"+10 % de probabilidad de esquiva.
Obtiene +2 % de probabilidad de esquiva al esquivar un ataque.","Chances d'esquive +10&nbsp;%.
Chances d'esquive +2&nbsp;% quand vous esquivez une attaque.","+10&nbsp;% Ausweichchance.
Erhalte +2&nbsp;% Ausweichchance, wenn du einem Angriff ausweichst.","+10% di probabilità di schivata.
Ottieni un +2% di probabilità di schivata quando schivi un attacco.","+10% de chance de esquiva.
Obtenha +2% de chance de esquiva ao esquivar-se de um ataque."
ITEM_TOOLBOX_NAME,Ящик для Инструментов,,Caja de herramientas,Boîte à outils,Werkzeugkiste,Cassetta degli Attrezzi,Caixa de Ferramentas
ITEM_TOOLBOX_DESC,"Ваши предметы теряют Хрупкость и Ломкость.
Ваше оружие имеет 25% шанс восстановить 1 использование при использовании.",,"Los objetos pierden endeblez y fragilidad.
Las armas tienen un 25 % de probabilidad de recuperar 1 uso al emplearlas.","Vos objets ne sont plus Cassants ni Fragiles.
En utilisant votre arme, 25&nbsp;% de chances qu'elle récupère 1&nbsp;utilisation.","Deine Gegenstände verlieren Spröde und Zerbrechlich.
Deine Waffen stellen mit 25%iger Wahrscheinlichkeit 1&nbsp;Anwendung wieder her, wenn du sie benutzt.","I tuoi oggetti perdono Friabilità e Fragilità.
Le tue armi hanno il 25% di probabilità di ripristinare 1 utilizzo quando vengono usate.","Seus itens deixam de ser quebradiços e frágeis.
Suas armas possuem 25% de chance de restaurar 1 uso ao serem utilizadas."
ITEM_TRIACHNID_NAME,Триахнид,,Triácnido,Triachnide,Triachnid,Triachnid,Triacnídeo
ITEM_TRIACHNID_DESC,Призовите Триахнида в начале каждой битвы.,,Genera a Triácnido al inicio de cada combate.,Invoque un triachnide au début de chaque combat.,Rufe am Anfang jedes Kampfes einen Triachniden.,Genera Triachnid all'inizio di ogni battaglia.,Gere um triacnídeo no início de cada batalha.
ITEM_TV_NAME,ТВ,,Caja tonta,Télévision,TV,TV,TV
ITEM_TV_DESC,Ваша бонусная способность — Трата Времени.,,La habilidad de bonificación es la pérdida de tiempo.,Votre compétence bonus devient Procrastination.,Deine Bonusfähigkeit ist Zeit verschwenden.,La tua abilità bonus è Perdita di Tempo.,Obtenha desperdiçar tempo como habilidade bônus.
ITEM_VIBRATINGSKULL_NAME,Вибрирующий Череп,,Calavera vibrante,Crâne vibrant,Vibrierender Schädel,Teschio Vibrante,Crânio Vibrante
ITEM_VIBRATINGSKULL_DESC,Ваша базовая атака накладывает Магическую Слабость 1.,,El ataque básico inflige 1 de debilidad mágica.,Votre attaque de base inflige Vulnérabilité magique +1.,Dein Grundangriff verursacht Magieschwäche&nbsp;1.,Il tuo attacco base infligge Debolezza Magica 1.,Seu ataque básico aplica fraqueza contra magia 1.
ITEM_VIDEOGAMECART_NAME,Картридж Видеоигры,,Cartucho de videojuegos,Cartouche de jeu,Videospielkassette,Cartuccia per Videogiochi,Carrinho de Video Game
ITEM_VIDEOGAMECART_DESC,Он сломан.,,Se ha escacharrado.,Elle est cassée.,Sie ist kaputt.,È rotta.,Está quebrado.
ITEM_WAFER_NAME,Облатка,,Hostia,Pastille,Hostie,Wafer ,Wafer
ITEM_WAFER_DESC,,,,,,,
ITEM_WATERBOTTLEFULL_NAME,Бутылка Воды,,Botella de agua,Bouteille d'eau,Wasserflasche,Bottiglia d'Acqua,Garrafa de Água
ITEM_WATERBOTTLEFULL_DESC,"Использование: Исцелите +5 ОЗ и получите иммунитет к Жаре.
Наполняется при воздействии Водной Стихии.",,"Uso: Esta unidad recupera +5 PS y obtiene inmunidad a las olas de calor.
Se recarga con los efectos de los elementos de agua.","Utilisation&nbsp;: rend 5&nbsp;PV et confère Immunité aux vagues de chaleur.
Se recharge lorsqu'affecté par des effets d'eau.",Benutzen: Heile dich um 5&nbsp;LP und werde immun gegen Hitzewelle.,"Uso: Recuperi +5 PS e ottieni immunità a Ondata di Calore.
Si ricarica quando sei sotto l'influenza di effetti dell'elemento acqua.","Uso: cure 5 PV e obtenha imunidade contra ondas de calor.
Enche-se novamente ao ser afetada por efeitos do elemento água."
ITEM_WATERBOTTLEHALF_NAME,Бутылка Воды,,Botella de agua,Bouteille d'eau,Wasserflasche,Bottiglia d'Acqua,Garrafa de Água
ITEM_WATERBOTTLEHALF_DESC,"Использование: Исцелите +5 ОЗ и получите иммунитет к Жаре.
Наполняется при воздействии Водной Стихии.",,"Uso: Esta unidad recupera +5 PS y obtiene inmunidad a las olas de calor.
Se recarga con los efectos de los elementos de agua.","Utilisation&nbsp;: rend 5&nbsp;PV et confère Immunité aux vagues de chaleur.
Se recharge lorsqu'affecté par des effets d'eau.",Benutzen: Heile dich um 5&nbsp;LP und werde immun gegen Hitzewelle.,"Uso: Recuperi +5 PS e ottieni immunità a Ondata di Calore.
Si ricarica quando sei sotto l'influenza di effetti dell'elemento acqua.","Uso: cure 5 PV e obtenha imunidade contra ondas de calor.
Enche-se novamente ao ser afetada por efeitos do elemento água."
